;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS SOCIO-DEMOGRÁFICAS - TOTAL - POR GRUPO DE EDAD - 18 A 29 AÑOS, 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;0_Menor a 15 años;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1_Entre 15 y 17 años;3.115;3.208;3.227;3.201;3.168;3.196;3.327;3.412;3.376;3.352;3.232;3.076;3.280;3.327;3.417;3.459;3.540;3.841;3.871;3.924;3.958;3.891;3.762;3.495;3.757;3.849;3.864;3.987;4.507;4.944;5.189;5.257;5.013;4.814;4.611;4.259;4.479;4.431;4.360;4.257;4.224;4.189;4.238;4.122;3.849;3.652;3.425;3.100;3.102;3.105;3.142;3.109;2.905;2.890;2.843;2.740;2.591;2.532;2.398;2.151;2.186;2.181;2.188;2.309;2.249;2.159;2.129;2.176;2.145;2.026;1.917;1.758;1.674;1.636;1.609;1.625;1.565;1.523;1.468;1.456;1.335;1.208;1.076;974;904;921;887;902;868;823;808;762;780;734;689;637;638;584;660;671;665;643;635;667;647;617;568;541;555;555;589;599;591;571;570;584;551;555;550;486;484;500;517;517;501;476;491;476;457;413;380;367;353;357;338;288;271;256;266;277;276;282;280;259;262;265;263;283;301;310;341;347;327;320;312;281;274;288;293;301;319;300;317;337;325;309;317;292;281;282;296
;2_Entre 18 y 29 años;561.572;557.012;558.911;564.722;565.449;568.445;571.864;574.162;590.801;597.276;602.025;599.367;597.395;597.037;607.777;616.954;626.689;646.029;653.114;660.861;672.518;682.980;690.316;690.355;689.713;695.973;707.242;722.781;745.374;762.141;774.112;786.184;797.651;807.060;817.120;815.571;817.496;818.632;831.020;840.582;846.018;851.741;859.996;864.635;871.194;883.046;892.051;883.921;890.215;891.689;895.336;901.873;905.058;906.036;910.155;911.841;917.910;925.005;932.601;923.123;922.432;921.162;922.266;927.824;929.753;930.453;932.384;941.052;952.994;962.474;964.886;952.449;947.198;936.659;938.251;936.765;937.800;936.464;932.259;924.197;922.370;915.184;903.272;885.008;860.823;846.310;839.296;832.684;827.551;819.472;817.109;816.158;816.057;818.064;817.322;808.864;805.372;800.250;804.911;803.088;805.581;802.463;796.862;801.778;803.725;807.326;809.587;804.164;805.259;799.515;801.314;805.567;806.885;806.750;807.893;808.747;809.028;814.400;816.492;807.678;802.767;796.330;792.147;794.699;792.378;785.444;787.773;782.212;788.622;783.828;787.221;777.865;774.529;767.289;753.139;700.923;662.779;647.639;642.496;640.243;646.227;652.814;657.990;656.548;654.781;652.935;656.698;659.743;663.018;667.651;669.555;673.197;680.987;686.278;690.497;687.899;688.755;687.413;693.963;697.903;703.108;702.644;704.411;710.079;717.723;723.054;726.381;722.209;719.155;710.426;712.321
;3_Entre 30 y 44 años;705.384;703.313;706.847;718.617;724.625;731.467;736.266;739.596;757.007;765.493;772.339;773.802;776.690;779.844;790.255;802.420;822.288;865.986;877.866;887.867;900.728;913.776;923.792;928.707;933.987;945.531;957.273;974.679;997.397;1.016.473;1.031.187;1.043.440;1.058.533;1.071.737;1.083.265;1.088.717;1.096.935;1.101.571;1.114.542;1.126.104;1.139.064;1.149.615;1.160.790;1.170.064;1.180.328;1.193.642;1.204.598;1.205.172;1.217.833;1.223.797;1.231.973;1.239.522;1.248.986;1.256.026;1.264.474;1.269.586;1.276.991;1.286.289;1.294.324;1.291.760;1.294.095;1.298.054;1.300.389;1.305.364;1.312.085;1.318.455;1.323.214;1.331.047;1.345.233;1.356.004;1.361.877;1.357.506;1.358.095;1.355.471;1.360.807;1.359.553;1.364.167;1.368.220;1.370.253;1.368.414;1.372.040;1.370.592;1.364.823;1.353.683;1.339.770;1.332.059;1.328.882;1.323.399;1.322.031;1.320.299;1.319.379;1.321.014;1.322.484;1.327.896;1.329.087;1.326.183;1.325.012;1.321.985;1.327.303;1.326.619;1.330.905;1.331.864;1.333.493;1.336.562;1.339.112;1.345.591;1.349.259;1.347.692;1.351.529;1.348.750;1.351.797;1.357.831;1.363.178;1.366.995;1.370.524;1.374.659;1.378.346;1.386.436;1.389.293;1.386.885;1.384.961;1.381.639;1.380.341;1.383.818;1.388.141;1.383.055;1.386.156;1.384.834;1.389.579;1.390.326;1.391.693;1.386.629;1.385.844;1.380.825;1.372.267;1.333.229;1.299.961;1.285.501;1.278.667;1.274.399;1.276.951;1.279.990;1.284.092;1.283.871;1.280.716;1.282.506;1.288.209;1.290.928;1.297.510;1.303.098;1.306.034;1.309.591;1.315.609;1.320.687;1.323.167;1.322.424;1.320.819;1.324.262;1.330.860;1.333.595;1.340.696;1.344.609;1.348.885;1.355.843;1.360.075;1.365.167;1.368.510;1.364.580;1.361.064;1.355.862;1.358.584
;4_Entre 45 y 64 años;483.386;484.628;487.473;493.011;497.209;501.891;506.909;509.318;517.210;519.868;524.354;526.923;530.469;533.920;540.329;548.913;569.161;620.216;631.850;639.577;648.737;656.979;664.803;670.801;677.909;685.496;693.729;703.852;717.509;730.775;741.767;752.032;762.553;772.813;780.732;787.541;795.597;798.994;807.408;815.321;825.700;834.635;844.626;853.555;861.323;870.363;879.184;883.658;894.049;899.203;906.320;911.942;920.399;927.716;935.706;941.437;947.826;953.830;956.122;956.206;960.626;964.609;966.316;969.505;974.257;978.417;983.001;988.912;994.351;999.365;1.003.043;1.002.054;1.003.731;1.003.799;1.006.751;1.006.882;1.009.444;1.013.544;1.016.601;1.017.573;1.020.639;1.021.617;1.020.348;1.016.574;1.010.764;1.007.350;1.006.096;1.003.220;1.003.333;1.003.112;1.001.986;1.001.100;1.003.023;1.005.854;1.005.856;1.005.487;1.004.993;1.004.700;1.007.694;1.005.814;1.008.547;1.009.887;1.014.084;1.016.992;1.019.510;1.023.603;1.025.592;1.026.726;1.028.590;1.027.130;1.028.793;1.030.618;1.033.278;1.036.268;1.040.009;1.044.338;1.046.695;1.051.319;1.054.293;1.055.406;1.055.245;1.054.706;1.055.247;1.055.624;1.060.226;1.057.378;1.060.307;1.060.630;1.062.617;1.062.667;1.063.296;1.062.280;1.062.089;1.060.103;1.057.194;1.040.018;1.023.292;1.014.382;1.008.941;1.006.309;1.004.815;1.003.796;1.005.087;1.005.696;1.002.526;1.002.714;1.006.278;1.007.208;1.010.959;1.015.106;1.018.442;1.021.908;1.025.732;1.028.310;1.030.964;1.032.456;1.033.014;1.034.649;1.037.677;1.038.331;1.043.194;1.047.707;1.051.699;1.057.354;1.060.521;1.063.459;1.066.764;1.067.165;1.067.262;1.067.751;1.070.576
;5_65 años y más;54.454;54.645;55.024;55.452;55.771;56.283;57.023;57.523;58.232;56.649;57.432;58.169;58.312;58.518;59.137;60.986;68.275;90.490;93.462;94.775;96.042;96.976;96.895;97.587;98.141;98.869;99.642;100.582;102.000;103.487;105.223;106.828;107.251;108.667;109.970;111.420;112.560;111.942;111.908;113.334;115.226;116.977;119.207;121.252;122.901;124.734;126.478;128.179;129.932;130.791;131.934;133.226;134.660;135.633;137.068;137.030;137.915;138.800;139.454;140.116;140.988;141.675;142.512;143.409;144.345;145.201;146.185;146.975;147.258;148.070;148.760;149.116;149.479;149.866;150.679;151.007;151.777;152.850;153.885;154.837;155.958;157.064;157.825;158.498;158.414;158.655;158.938;158.873;159.265;158.909;158.627;158.903;159.368;159.882;159.812;160.275;160.238;160.307;160.963;161.095;161.770;161.914;162.798;163.243;163.552;164.054;164.506;164.357;164.176;163.311;163.376;163.202;163.116;163.489;164.280;164.925;164.975;165.433;165.645;165.715;165.243;164.661;164.741;164.333;164.423;163.869;164.173;164.625;164.736;164.939;165.375;165.522;165.245;164.682;164.917;164.699;164.061;162.923;161.866;161.824;161.686;160.790;160.377;160.423;159.355;158.508;158.213;157.477;157.302;156.822;156.892;156.926;156.717;156.768;156.762;156.966;156.348;155.300;154.925;153.909;153.444;153.969;153.041;153.130;152.630;152.346;152.369;152.347;150.943;150.024;149.521
;Total Plazas de empleo registrado;1.807.911;1.802.806;1.811.482;1.835.003;1.846.222;1.861.282;1.875.389;1.884.011;1.926.626;1.942.638;1.959.382;1.961.337;1.966.146;1.972.646;2.000.915;2.032.732;2.089.953;2.226.562;2.260.163;2.287.004;2.321.983;2.354.602;2.379.568;2.390.945;2.403.507;2.429.718;2.461.750;2.505.881;2.566.787;2.617.820;2.657.478;2.693.741;2.731.001;2.765.091;2.795.698;2.807.508;2.827.067;2.835.570;2.869.238;2.899.598;2.930.232;2.957.157;2.988.857;3.013.628;3.039.595;3.075.437;3.105.736;3.104.030;3.135.131;3.148.585;3.168.705;3.189.672;3.212.008;3.228.301;3.250.246;3.262.634;3.283.233;3.306.456;3.324.899;3.313.356;3.320.327;3.327.681;3.333.671;3.348.411;3.362.689;3.374.685;3.386.913;3.410.162;3.441.981;3.467.939;3.480.483;3.462.883;3.460.177;3.447.431;3.458.097;3.455.832;3.464.753;3.472.601;3.474.466;3.466.477;3.472.342;3.465.665;3.447.344;3.414.737;3.370.675;3.345.295;3.334.099;3.319.078;3.313.048;3.302.615;3.297.909;3.297.937;3.301.712;3.312.430;3.312.766;3.301.446;3.296.253;3.287.826;3.301.531;3.297.287;3.307.468;3.306.771;3.307.872;3.319.242;3.326.546;3.341.191;3.349.512;3.343.480;3.350.109;3.339.261;3.345.869;3.357.817;3.367.048;3.374.073;3.383.276;3.393.253;3.399.595;3.418.143;3.426.273;3.416.170;3.408.700;3.397.836;3.392.993;3.398.991;3.405.669;3.390.222;3.398.900;3.392.777;3.406.011;3.402.173;3.407.965;3.392.663;3.388.060;3.373.256;3.347.855;3.239.157;3.150.364;3.110.701;3.092.236;3.083.052;3.089.955;3.097.672;3.107.826;3.106.797;3.097.640;3.096.928;3.109.661;3.115.639;3.129.090;3.142.987;3.151.264;3.161.969;3.179.372;3.192.363;3.201.702;3.200.026;3.199.210;3.201.912;3.217.718;3.224.039;3.240.761;3.249.229;3.258.353;3.276.743;3.291.274;3.304.335;3.314.341;3.306.593;3.298.705;3.284.345;3.291.298
