;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CUADRO N° 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CARACTERÍSTICAS OCUPACIONALES Y DEL EMPLEADOR - TOTAL - POR RAMA DE ACTIVIDAD ECONÓMICA CIIU 4 A NIVEL 2 (DIVISIÓN), 2009 - 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Desagregaciones (CIIU Rev. 4);Descripción;ene.-09;feb.-09;mar.-09;abr.-09;may.-09;jun.-09;jul.-09;ago.-09;sep.-09;oct.-09;nov.-09;dic.-09;ene.-10;feb.-10;mar.-10;abr.-10;may.-10;jun.-10;jul.-10;ago.-10;sep.-10;oct.-10;nov.-10;dic.-10;ene.-11;feb.-11;mar.-11;abr.-11;may.-11;jun.-11;jul.-11;ago.-11;sep.-11;oct.-11;nov.-11;dic.-11;ene.-12;feb.-12;mar.-12;abr.-12;may.-12;jun.-12;jul.-12;ago.-12;sep.-12;oct.-12;nov.-12;dic.-12;ene.-13;feb.-13;mar.-13;abr.-13;may.-13;jun.-13;jul.-13;ago.-13;sep.-13;oct.-13;nov.-13;dic.-13;ene.-14;feb.-14;mar.-14;abr.-14;may.-14;jun.-14;jul.-14;ago.-14;sep.-14;oct.-14;nov.-14;dic.-14;ene.-15;feb.-15;mar.-15;abr.-15;may.-15;jun.-15;jul.-15;ago.-15;sep.-15;oct.-15;nov.-15;dic.-15;ene.-16;feb.-16;mar.-16;abr.-16;may.-16;jun.-16;jul.-16;ago.-16;sep.-16;oct.-16;nov.-16;dic.-16;ene.-17;feb.-17;mar.-17;abr.-17;may.-17;jun.-17;jul.-17;ago.-17;sep.-17;oct.-17;nov.-17;dic.-17;ene.-18;feb.-18;mar.-18;abr.-18;may.-18;jun.-18;jul.-18;ago.-18;sep.-18;oct.-18;nov.-18;dic.-18;ene.-19;feb.-19;mar.-19;abr.-19;may.-19;jun.-19;jul.-19;ago.-19;sep.-19;oct.-19;nov.-19;dic.-19;ene.-20;feb.-20;mar.-20;abr.-20;may.-20;jun.-20;jul.-20;ago.-20;sep.-20;oct.-20;nov.-20;dic.-20;ene.-21;feb.-21;mar.-21;abr.-21;may.-21;jun.-21;jul.-21;ago.-21;sep.-21;oct.-21;nov.-21;dic.-21;ene.-22;feb.-22;mar.-22;abr.-22;may.-22;jun.-22;jul.-22;ago.-22;sep.-22;oct.-22;nov.-22;dic.-22;ene.-23;feb.-23;mar.-23
;A01;Agricultura, ganadería, caza y actividades de servicios conexas.;112.988;111.610;112.201;112.434;113.466;114.971;117.286;119.066;120.789;121.525;122.244;121.162;123.534;122.384;122.723;123.915;124.484;126.316;128.668;129.465;130.768;131.896;133.230;132.738;135.020;134.905;136.666;139.055;143.178;148.197;152.634;155.397;156.355;157.510;158.059;158.019;162.606;160.897;160.044;160.680;160.024;159.269;161.987;162.919;162.917;164.598;165.077;163.960;166.021;163.524;163.069;163.610;163.772;165.181;168.199;168.814;169.542;170.689;171.480;170.621;173.054;170.146;168.518;169.536;169.075;169.543;171.629;173.821;174.979;178.267;179.129;177.650;178.663;173.704;171.959;172.289;172.361;172.475;174.797;175.448;175.494;176.110;175.708;174.024;182.215;178.205;175.121;175.927;175.667;175.925;176.714;177.918;179.575;180.621;180.566;179.331;180.191;177.893;177.351;178.375;177.556;177.130;178.871;179.860;181.226;182.909;182.711;180.900;180.760;179.108;177.363;179.602;179.901;179.726;181.349;182.085;183.132;185.007;184.965;183.900;184.949;182.019;179.412;180.979;179.392;178.619;180.674;181.247;181.920;182.056;181.623;180.558;182.190;178.841;174.806;164.889;162.222;162.609;164.431;166.537;168.893;171.327;172.123;171.738;174.458;172.971;170.935;173.765;173.908;174.541;176.314;177.570;179.494;180.731;181.443;180.826;181.635;178.495;175.760;175.968;173.806;172.262;173.286;173.789;174.477;176.407;176.473;174.728;175.490;172.562;170.766
;A02;Silvicultura y extracción de madera.;1.466;1.456;1.478;1.541;1.553;1.651;1.657;1.696;1.671;1.680;1.638;1.680;1.657;1.640;1.681;1.740;1.738;1.781;1.865;1.861;1.931;1.609;1.605;1.474;1.487;1.420;1.411;1.490;1.517;1.575;1.627;1.703;1.697;1.710;1.757;1.749;1.689;1.717;1.746;1.736;1.735;1.717;1.710;1.708;1.687;1.612;1.561;1.551;1.589;1.571;1.558;1.528;1.517;1.522;1.580;1.571;1.596;1.604;1.560;1.431;1.438;1.412;1.405;1.374;1.315;1.279;1.302;1.349;1.370;1.382;1.411;1.387;1.527;1.581;1.618;1.579;1.565;1.533;1.555;1.538;1.618;1.661;1.684;1.664;1.697;1.714;1.689;1.658;1.660;1.691;1.652;1.654;1.650;1.647;1.617;1.534;1.440;1.465;1.462;1.472;1.487;1.534;1.520;1.521;1.550;1.549;1.585;1.553;1.571;1.569;1.582;1.575;1.577;1.564;1.569;1.557;1.567;1.579;1.590;1.583;1.595;1.591;1.607;1.608;1.614;1.601;1.594;1.604;1.627;1.645;1.664;1.664;2.131;2.186;2.247;2.225;2.170;2.254;2.365;2.430;2.537;2.556;2.546;2.563;2.755;2.767;2.775;2.659;2.439;2.413;2.220;2.231;2.172;2.135;2.094;2.061;2.107;2.188;2.198;2.266;2.300;2.251;2.256;2.276;2.365;2.427;2.413;2.390;2.352;2.401;2.431
;A03;Pesca y acuicultura.;13.651;14.050;14.524;14.494;14.440;14.454;14.896;15.661;16.066;16.318;16.235;16.127;16.219;16.156;16.915;17.399;17.567;17.773;18.383;18.466;18.528;19.218;19.472;19.280;20.083;20.804;21.218;21.853;22.108;22.533;22.336;22.445;22.482;22.943;23.222;23.188;23.270;23.288;23.416;24.458;24.848;24.917;24.825;24.891;24.857;25.084;25.094;24.896;24.929;24.834;24.882;25.649;26.028;26.086;26.138;26.418;26.504;27.016;27.250;27.365;28.290;28.806;29.190;30.100;30.578;30.899;31.358;31.466;31.796;32.524;32.703;32.483;33.243;33.123;33.266;33.205;33.186;32.912;32.621;32.124;32.090;32.369;32.310;32.173;32.156;32.153;32.184;32.409;32.522;32.494;32.616;33.193;33.586;33.974;34.171;34.263;34.895;34.801;35.194;35.265;35.935;36.379;36.464;36.504;36.713;37.082;37.086;37.154;38.122;38.445;38.994;39.571;39.554;39.605;40.014;40.241;40.181;40.163;39.924;39.787;39.796;39.612;39.732;40.007;40.149;40.389;40.637;40.952;41.131;41.196;41.428;41.215;41.818;41.761;41.479;40.978;40.433;40.340;39.784;39.159;39.504;39.977;39.757;39.704;40.956;41.402;42.030;42.567;42.816;42.983;43.528;44.115;44.524;45.107;45.514;45.961;47.069;47.763;48.688;49.210;49.803;49.937;50.009;50.350;50.967;51.560;51.771;51.468;52.371;52.196;52.323
;B05;Extracción de carbón de piedra y lignito.;106;108;108;108;105;106;107;111;111;119;120;129;130;116;116;116;116;116;100;98;98;99;99;98;108;108;116;114;111;111;117;115;115;116;116;118;119;122;121;123;125;124;132;133;133;131;131;136;167;162;212;303;283;274;273;264;239;176;168;165;84;81;79;62;66;71;72;78;78;80;78;69;74;76;77;78;79;87;85;82;83;81;81;77;76;72;75;81;81;78;77;76;76;79;74;74;49;53;51;49;50;60;62;64;65;73;88;86;80;78;76;79;82;82;91;90;92;97;95;100;103;96;95;100;102;104;106;108;110;114;111;115;120;123;123;121;115;111;111;110;112;111;105;104;104;109;123;143;158;170;172;180;183;195;203;221;207;185;207;212;214;204;204;191;189;192;199;200;202;201;198
;B06;Extracción de petróleo crudo y gas natural.;2.985;2.992;3.228;3.275;3.261;3.254;3.271;3.327;3.375;3.364;3.408;3.396;3.375;3.564;3.697;2.356;2.355;2.377;2.373;2.387;2.431;2.365;2.386;2.381;2.534;2.508;2.515;2.504;2.546;2.565;2.597;2.721;2.892;2.989;2.970;3.000;3.044;3.066;3.083;2.755;2.758;2.785;2.837;2.875;2.868;2.889;2.906;2.937;6.435;6.521;6.800;6.986;7.033;7.002;7.065;7.169;7.216;7.370;7.512;7.495;6.161;6.148;6.220;6.474;6.481;6.502;6.536;6.740;6.722;6.708;6.707;6.814;6.725;6.681;6.655;6.629;6.574;6.583;6.567;6.522;6.527;6.838;6.812;6.787;6.757;6.666;6.756;6.732;6.743;6.968;6.934;7.334;7.317;7.240;7.393;7.433;7.452;7.658;7.721;7.703;7.715;7.586;7.554;7.551;7.543;7.527;7.513;7.487;7.522;7.527;7.515;7.515;7.499;7.540;7.530;7.519;7.504;7.512;7.507;7.501;7.490;7.438;7.414;7.363;7.281;7.215;7.144;7.208;7.178;7.176;7.154;7.152;7.139;7.089;7.071;7.066;7.008;6.978;6.917;6.893;6.877;6.815;6.808;6.792;135;135;137;138;139;143;139;145;154;151;142;143;141;143;158;164;158;158;174;172;177;190;188;188;189;191;189
;B07;Extracción de minerales metalíferos.;2.395;2.416;2.434;2.781;3.042;3.255;3.344;3.414;3.426;3.440;3.385;3.380;3.521;3.579;3.669;3.749;3.746;3.895;4.023;4.271;4.555;4.999;5.450;5.513;5.696;5.885;5.963;6.213;6.569;6.951;7.280;7.670;8.058;8.320;8.426;8.463;8.770;8.957;9.212;9.335;9.384;9.604;9.797;10.213;10.456;10.765;11.069;10.931;11.767;11.798;12.118;12.113;12.038;12.037;11.851;11.765;11.682;11.784;11.815;11.495;11.668;11.564;11.660;11.961;12.006;11.864;11.888;11.906;12.140;12.346;12.286;12.067;12.264;12.319;12.536;12.518;12.478;12.455;12.500;12.481;12.431;12.352;12.370;12.189;12.179;12.331;12.312;12.467;12.479;12.516;12.525;12.703;12.807;12.915;12.987;12.770;12.539;12.265;12.182;11.979;11.881;12.074;12.330;12.501;12.794;12.881;12.898;12.543;12.574;12.862;13.104;13.231;13.387;13.660;13.764;13.941;13.900;13.766;13.654;13.438;13.548;13.766;14.349;14.504;14.714;14.554;14.609;14.792;15.128;15.284;15.115;14.826;15.013;15.161;14.928;13.846;13.040;13.071;13.126;13.415;13.916;14.338;14.700;14.479;14.753;14.888;15.131;15.332;15.508;15.738;16.033;16.307;16.349;16.296;16.468;16.215;15.938;15.923;16.155;16.418;16.625;16.586;16.650;16.754;16.704;16.779;16.911;16.578;16.808;16.709;16.846
